datetime,AAVEEUR,ADAEUR,ALGOEUR,ANKREUR,ANTEUR,ATOMEUR,AXSEUR,BADGEREUR,BALEUR,BANDEUR,BATEUR,BCHEUR,BNTEUR,DYDXEUR,CHZEUR,COMPEUR,CQTEUR,CRVEUR,CTSIEUR,DAIEUR,DASHEUR,DOTEUR,ENJEUR,EOSEUR,EWTEUR,FILEUR,FLOWEUR,GHSTEUR,GNOEUR,GRTEUR,ICXEUR,INJEUR,KAREUR,KAVAEUR,KEEPEUR,KNCEUR,KSMEUR,LINKEUR,LPTEUR,LRCEUR,LSKEUR,MANAEUR,MATICEUR,MINAEUR,MIREUR,MKREUR,MOVREUR,NANOEUR,OCEANEUR,OGNEUR,OMGEUR,OXTEUR,PAXGEUR,PERPEUR,QTUMEUR,RARIEUR,RENEUR,REPV2EUR,SANDEUR,SCEUR,SDNEUR,SNXEUR,SOLEUR,SRMEUR,STORJEUR,SUSHIEUR,TRXEUR,UNIEUR,WAVESEUR,DOGEEUR,ETCEUR,ETHEUR,LTCEUR,MLNEUR,REPEUR,XTZEUR,XBTEUR,XLMEUR,XMREUR,XRPEUR,ZECEUR,YFIEUR,ZRXEUR
2021-08-13,334.68,1.562808,0.75385,0.0809,3.9192,11.9926,56.5,22.999,21.14,6.694,0.60897,516.35,3.381,,0.3156,387.25,1.016,1.734,0.5901,0.85301,153.696,17.6986,1.338,3.9719,7.419,58.278,19.087,1.6219,193.56,0.75095,0.9622,8.079,6.778,5.0211,0.2917,1.492,223.78,21.2603,15.51,0.2441,3.382451,0.68361,1.1356,2.44,2.917,2779.5,,5.418442,0.5322,0.7768,4.301598,0.32097,1497.11,12.923,8.80898,13.63,0.4075,23.029,0.5448,0.01508,,8.931,35.3,4.0,0.989,10.38,0.071774,23.97,16.9401,0.2251651,51.157,2598.24,140.99,79.499,23.157,2.8558,37860.8,0.279959,219.48,0.824,114.04,31615.0,0.807
2021-08-14,362.41,1.812404,0.80887,0.08596,4.2473,12.8762,59.542,25.831,23.04,7.018,0.6697,554.48,3.6,,0.3217,410.09,1.48,1.998,0.6144,0.84773,173.449,19.2491,1.4,4.3701,8.051,63.089,20.019,1.8188,190.6,0.78742,1.0383,8.034,7.862,5.2212,0.33497,1.6026,238.58,23.51247,16.17,0.2889,3.563231,0.71158,1.2811,2.65,3.201,3124.7,,5.699865,0.5778,0.8364,4.760758,0.33981,1512.65,13.361,11.86156,14.75,0.438,23.685,0.5579,0.01616,,10.235,37.77,4.418,1.05922,10.67,0.075821,25.819,17.429,0.2429566,54.577,2814.6,155.3,82.07,24.435,3.0422,40490.0,0.30501,231.38,0.92313,122.845,34004.0,0.9
2021-08-15,351.46,1.855735,0.79035,0.08727,4.3855,13.1864,57.066,23.482,22.52,7.035,0.6611,586.97,3.607,,0.3156,404.82,1.316,1.92,0.6,0.84843,168.624,19.3662,1.427,4.6505,8.36,61.408,19.718,1.8799,190.0,0.76495,1.06,7.953,7.668,5.133,0.33086,1.6114,231.81,23.01259,16.82,0.2768,3.702551,0.71012,1.2267,2.52,3.419,3283.6,,5.46,0.6064,0.915,4.78299,0.33392,1505.49,12.5,11.94329,16.42,0.4454,23.986,0.537,0.01648,,11.061,37.5,4.468,1.13663,10.35,0.078509,25.527,22.4504,0.2494599,57.124,2768.24,155.02,81.314,24.247,3.1343,39929.4,0.334924,230.28,1.08529,122.829,33501.0,0.903
2021-08-16,347.79,1.836852,0.84402,0.09183,4.3083,13.4839,57.918,22.994,24.19,6.989,0.68787,596.2,3.62,,0.3159,414.12,1.34,1.885,0.6362,0.84784,182.863,19.6271,1.413,4.8262,8.976,61.964,19.525,1.83,191.3,0.76307,1.0709,7.971,7.868,5.5495,0.33294,1.6726,232.53,23.65005,17.03,0.2761,3.737478,0.73711,1.2438,2.65,3.414,3239.1,,5.407944,0.6306,0.905,4.81885,0.33496,1505.34,12.279,11.58627,20.02,0.4371,23.834,0.552,0.0166,,10.965,45.54,5.249,1.143,10.72,0.078808,25.633,21.001,0.2882933,63.588,2804.79,156.54,81.903,23.744,3.1654,39831.1,0.331332,230.79,1.08875,131.16,33832.0,0.901
2021-08-17,350.35,1.759231,0.8031,0.08728,4.2229,13.4109,56.068,21.391,23.12,7.16,0.66432,572.0,3.543,,0.3029,398.1,1.15,1.8,0.643,0.84929,170.654,20.7317,1.378,4.6835,8.577,62.215,19.33,1.7794,186.91,0.72335,1.0836,8.102,7.584,5.4352,0.32217,1.6236,254.6,23.73846,16.48,0.2948,3.748368,0.71881,1.2071,2.9,3.311,3026.5,,5.295168,0.6289,0.8896,4.784923,0.32564,1520.61,12.129,11.24685,22.15,0.4277,23.291,0.537,0.01651,,10.292,52.72,5.683,1.11525,10.58,0.075823,24.665,19.9469,0.2713177,58.525,2672.53,151.16,79.896,23.659,3.0829,38978.3,0.315526,226.47,1.0072,127.335,33368.0,0.873
2021-08-18,325.77,1.642706,0.75443,0.0821,4.0913,13.6594,62.008,20.0,22.62,6.867,0.62779,545.58,3.393,,0.2911,382.26,1.03,1.638,0.61,0.85533,166.095,20.1096,1.326,4.3217,8.105,59.305,19.086,1.7619,180.02,0.74869,1.0158,7.85,6.861,5.4054,0.30352,1.5469,237.41,22.31519,15.62,0.2695,3.73591,0.68541,1.1508,2.72,3.551,2953.8,,4.986927,0.6204,0.8271,4.475839,0.30679,1527.59,12.668,10.70566,19.34,0.5032,23.166,0.5212,0.01524,,9.617,54.91,5.426,1.04233,10.74,0.072694,22.558,18.9873,0.2556833,53.803,2572.29,144.03,77.011,22.938,2.905,38158.1,0.291581,218.73,0.93841,120.848,32047.0,0.849
2021-08-19,325.6,1.799327,0.7901,0.08264,4.02,15.3723,58.897,19.215,22.16,6.551,0.61257,540.73,3.478,,0.282,372.61,1.08,1.638,0.6337,0.85565,179.271,20.4299,1.305,4.2622,8.962,57.751,19.092,1.706,182.02,0.73038,1.0022,7.779,6.807,5.4814,0.30162,1.5178,241.14,21.67559,15.63,0.2669,3.735569,0.66461,1.1478,2.63,3.85,2984.6,,4.855196,0.6508,0.8222,4.434905,0.30751,1532.36,14.016,10.98465,19.34,0.4759,22.299,0.4965,0.01485,,9.738,62.41,6.678,1.0194,10.7,0.072334,22.518,19.9689,0.2592174,54.769,2579.15,142.7,74.302,22.821,2.8611,38241.5,0.292503,216.44,0.97831,120.538,31831.0,0.834
2021-08-20,347.02,2.088019,0.89307,0.08562,4.1223,16.0002,62.261,21.619,23.69,6.94,0.64807,564.41,3.576,,0.296,392.24,1.304,1.844,0.6545,0.85635,188.322,22.7444,1.356,4.4987,10.353,60.319,19.559,1.9305,184.21,0.84353,1.0884,8.698,7.2,5.7308,0.32377,1.5981,279.6,23.17777,18.04,0.2784,4.125037,0.69837,1.259,2.78,3.818,3188.8,,5.206542,0.693,0.8727,5.27529,0.32415,1528.57,16.187,11.37276,19.97,0.4893,23.287,0.5128,0.01567,,10.64,62.35,6.765,1.07772,12.02,0.075564,23.926,20.1871,0.2718845,57.404,2724.98,150.27,76.748,23.439,3.1147,40003.7,0.31421,225.75,1.056,126.09,33453.0,0.88
2021-08-21,350.17,2.102673,0.97357,0.087,4.3976,16.2039,63.5,22.35,25.27,7.24,0.67075,594.4,3.699,,0.301,411.09,1.373,1.939,0.6725,0.85652,199.128,24.1055,1.429,4.6752,11.167,62.516,19.946,1.867,197.62,0.89051,1.2272,9.138,7.55,6.0282,0.33329,1.6761,295.8,24.56147,18.45,0.2996,4.360356,0.72321,1.3284,2.77,3.858,3222.5,,5.476429,0.8148,0.9031,5.273507,0.33665,1526.95,15.904,12.10446,20.51,0.5483,23.981,0.5278,0.01626,,10.767,67.38,6.72,1.09974,12.58,0.077572,24.722,20.9311,0.2802356,60.082,2812.36,157.19,80.5,24.246,3.1917,42210.9,0.329539,241.26,1.08089,131.522,33578.0,0.901
2021-08-22,342.66,2.084787,0.98418,0.08586,4.6229,18.9636,65.394,20.8,25.14,7.7,0.66629,577.88,3.668,,0.3284,395.58,1.273,1.9,0.669,0.85593,203.059,23.8524,1.588,4.5851,12.983,67.091,19.872,1.8,200.29,0.85039,1.201,11.06,7.169,6.4389,0.3714,1.702,280.9,23.83764,18.87,0.3005,4.166882,0.75154,1.3567,2.65,3.671,3311.9,,5.252589,0.8263,0.9397,5.262498,0.335,1530.13,15.471,11.749,20.02,0.5228,24.399,0.566,0.01592,,11.326,63.3,6.542,1.14967,11.72,0.075324,24.158,21.3117,0.2712593,57.873,2760.27,153.78,80.735,24.323,3.1635,41823.1,0.318033,246.39,1.04024,133.643,33415.0,0.918
2021-08-23,343.53,2.318021,0.99053,0.08609,4.5223,18.7112,65.306,20.898,26.23,8.451,0.74476,575.47,3.659,,0.3239,394.02,1.253,2.094,0.6561,0.85646,218.794,23.7014,1.572,4.6358,12.79,66.03,19.714,1.7843,201.11,0.91599,1.2737,10.801,6.749,7.2747,0.37945,1.8658,285.06,23.95179,18.62,0.4728,4.09893,0.75815,1.3909,2.68,3.62,3264.2,,6.190995,0.8282,1.0238,5.369365,0.404,1527.82,14.723,11.58007,19.5,0.5267,25.14,0.5655,0.01655,,11.652,62.33,6.453,1.14,11.8,0.075362,24.307,22.3008,0.2694252,57.623,2772.76,159.16,80.787,25.553,3.2554,42164.6,0.318775,262.24,1.049,137.422,34051.0,0.959
2021-08-24,347.41,2.482508,0.98655,0.09128,4.6889,18.5979,65.702,20.682,25.8,8.399,0.76058,577.65,3.675,,0.3444,396.49,1.238,2.018,0.6535,0.85203,229.926,23.737,1.853,4.7668,11.816,67.974,20.333,1.8081,217.75,0.88119,1.3404,10.39,6.405,7.4237,0.36028,1.8744,279.11,24.3326,18.69,0.4307,4.096578,0.78512,1.384,2.69,3.524,3276.6,,5.979027,0.8196,0.9717,5.767125,0.37997,1537.67,15.035,11.80442,26.49,0.5542,25.391,0.5734,0.01783,,11.665,64.52,6.441,1.19189,11.76,0.076573,24.506,22.059,0.2705813,58.171,2828.85,159.21,81.838,25.638,3.67,42158.1,0.322499,270.76,1.06113,140.581,34169.0,0.987
2021-08-25,321.8,2.314724,0.88307,0.08442,4.2193,16.6265,59.694,18.604,23.89,7.767,0.69552,541.76,3.53,,0.3141,360.6,1.129,1.785,0.6531,0.85211,211.434,21.352,1.616,4.3052,10.585,63.339,18.497,1.705,241.65,0.78961,1.224,9.937,6.556,6.7,0.34537,1.7387,252.57,21.89648,17.05,0.3908,3.687846,0.73155,1.255,2.47,3.477,3140.2,,5.415518,0.7364,0.8822,5.355645,0.34741,1537.47,14.476,10.8512,24.71,0.5227,24.23,0.5205,0.01747,,10.443,60.09,5.729,1.12026,10.5,0.072047,22.663,20.1151,0.2457319,53.67,2700.61,147.61,78.124,23.659,3.3727,40605.1,0.298393,261.76,0.96705,132.365,31707.0,0.904
2021-08-26,326.43,2.3278,0.90559,0.08923,4.3892,17.0446,61.35,18.578,23.51,8.01,0.73196,552.86,3.731,,0.3248,370.36,1.189,1.864,0.6849,0.85053,224.953,22.0833,1.745,4.4266,9.91,65.046,18.963,1.7273,287.44,0.81224,1.2693,10.474,6.525,6.8678,0.35759,1.8359,258.25,22.61957,17.77,0.3925,3.738037,0.81044,1.2984,2.5,3.42,3133.5,,5.698,0.7748,0.9124,5.654525,0.34802,1522.69,15.436,10.9126,30.25,0.5018,24.249,0.6283,0.01955,,10.553,61.14,5.941,1.18383,10.43,0.0744,22.997,20.706,0.2486754,54.291,2743.61,151.08,81.093,24.138,4.3262,41630.8,0.305047,267.19,0.9973,139.306,32462.0,0.985
2021-08-27,298.26,2.153438,0.84102,0.088,3.9534,15.2717,59.334,17.894,21.72,7.1,0.67434,515.94,3.53,,0.3046,344.92,1.127,1.746,0.6238,0.85143,197.46,20.359,1.572,4.0305,8.888,61.536,18.178,1.773,265.33,0.73421,1.1251,9.337,6.425,6.4739,0.33264,1.6172,235.5,20.75397,15.77,0.4212,3.373972,0.75529,1.1673,2.3,3.125,3034.9,40.0,5.341258,0.695,0.8706,5.089027,0.32795,1529.31,14.559,10.07886,26.86,0.459,22.436,0.5763,0.0179,,9.765,63.8,5.461,1.18428,9.9,0.070679,21.703,19.55,0.2281958,51.031,2632.87,142.99,108.154,22.96,3.7766,39866.4,0.285278,247.95,0.91228,122.873,30729.0,0.888
2021-08-28,316.3,2.496999,0.90379,0.09041,4.1524,17.3305,62.449,18.843,23.0,7.501,0.71691,539.19,3.698,,0.3226,357.37,1.2,1.853,0.6511,0.84839,205.52,22.5068,1.691,4.316,9.747,63.652,18.501,1.7501,255.78,0.78321,1.1808,9.897,6.51,6.9094,0.35469,1.7017,259.18,22.0889,17.23,0.4173,3.604838,0.79241,1.2888,2.52,3.378,3190.3,70.5265,5.622324,0.7369,0.9068,5.564496,0.35487,1543.87,14.505,10.899,29.43,0.5228,23.492,0.5968,0.01853,,10.406,74.66,6.353,1.241,10.37,0.074896,23.262,21.0789,0.2498445,54.451,2776.49,149.4,108.346,23.536,4.4474,41609.1,0.302942,267.25,1.01087,129.08,32037.0,0.932
2021-08-29,311.63,2.415993,0.88195,0.09438,4.1714,18.0718,62.559,20.4,23.16,7.668,0.69533,548.0,3.623,,0.3125,350.89,1.138,1.774,0.6757,0.84857,200.631,22.0147,1.745,4.2486,9.151,62.776,18.36,1.7063,248.58,0.7732,1.1893,9.705,6.336,7.32,0.35227,1.6805,259.05,21.8369,16.73,0.4611,3.46091,0.7778,1.2368,2.46,3.514,3048.3,79.99,5.502427,0.7282,0.913,5.465003,0.35005,1548.18,15.263,10.68642,27.86,0.5148,23.962,0.6382,0.01803,,10.189,81.62,7.013,1.28524,10.01,0.074964,22.76,21.3333,0.2426545,54.626,2751.89,149.0,108.056,23.937,4.7771,41450.0,0.294776,254.6,0.972,129.1,32380.0,0.919
2021-08-30,308.76,2.418296,0.86696,0.0902,4.2056,17.9792,64.941,19.802,22.79,7.85,0.691,558.92,3.575,,0.3225,355.34,1.069,1.781,0.6711,0.84843,191.015,21.8001,1.849,4.2899,9.063,62.407,23.405,1.695,249.39,0.77343,1.1737,9.444,6.357,7.1178,0.343,1.6523,251.24,21.85705,17.56,0.4694,3.508189,0.87568,1.2048,2.46,3.579,2926.2,137.7586,5.668257,0.7213,0.894,5.640143,0.36207,1542.91,15.588,10.94578,26.61,0.5644,24.337,0.8513,0.01766,,9.832,79.92,6.655,1.34657,9.84,0.075048,22.715,21.0521,0.2382914,53.73,2734.05,147.9,100.601,24.575,4.9974,41369.1,0.291066,247.0,0.967,125.625,31783.0,0.926
2021-08-31,303.24,2.319739,0.86506,0.08547,3.9416,18.7745,61.442,22.329,22.59,7.46,0.67203,536.4,3.536,,0.3136,355.92,1.04,1.776,0.656,0.84842,183.321,22.0677,1.755,4.0846,8.501,60.645,21.376,1.6725,290.65,0.72209,1.1217,10.028,6.215,6.6247,0.33858,1.569,253.16,21.23078,16.36,0.4564,3.27545,0.8063,1.1197,2.75,3.396,2840.5,135.0,5.439549,0.693,1.0,5.28015,0.3544,1535.11,18.187,10.33219,23.89,0.55,23.372,0.8227,0.01641,,9.478,93.54,6.918,1.24413,9.78,0.072922,22.743,22.4565,0.2306339,52.321,2737.97,141.87,92.051,23.125,4.5688,39831.1,0.279637,239.15,0.93341,119.748,30607.0,0.89
2021-09-01,331.66,2.345055,0.94233,0.08606,4.3141,19.3858,60.658,20.721,23.33,7.82,0.68932,538.86,3.628,,0.3078,374.14,1.018,1.89,0.6602,0.84682,189.395,26.5402,1.706,4.2672,9.792,64.254,21.209,1.6262,264.1,0.7184,1.1235,9.44,6.848,6.5972,0.38239,1.6301,333.46,22.60352,17.21,0.4702,3.244161,0.79,1.1335,3.04,3.335,2991.5,131.9054,5.405672,0.7317,0.9523,5.324872,0.33903,1536.86,16.972,10.43008,24.11,0.6471,23.5,0.8018,0.01664,,9.774,91.66,7.052,1.25062,10.21,0.075112,24.873,23.8685,0.2356457,53.965,2905.04,145.26,92.572,23.636,4.3682,39915.1,0.287308,241.95,1.00406,121.593,32856.0,0.894
2021-09-02,348.64,2.421766,0.98058,0.08954,4.449,21.453,62.126,21.213,27.16,8.32,0.72907,553.42,3.841,,0.3226,402.95,1.105,1.948,0.6867,0.84449,201.703,28.0046,1.754,4.4848,10.469,66.376,21.639,1.5958,267.39,0.77633,1.2046,11.397,6.859,6.8947,0.37897,1.7032,327.97,25.07828,17.74,0.4547,3.543352,0.82812,1.2396,3.47,3.433,3100.0,113.6432,5.676931,0.7734,0.9936,5.720751,0.34852,1532.5,17.811,11.13017,23.44,0.7343,24.35,0.861,0.01749,,10.468,93.54,7.302,1.29202,11.7,0.080321,26.448,24.5401,0.2485163,58.294,3231.3,152.65,97.899,24.248,4.578,41215.0,0.298392,254.93,1.0438,127.718,33910.0,0.95
2021-09-03,336.87,2.495887,0.96366,0.08891,5.9426,20.345,61.271,21.812,27.19,8.117,0.71494,559.81,3.832,,0.3239,389.18,1.155,1.855,0.6801,0.84244,201.255,26.8001,1.726,4.4269,11.509,65.15,21.0,1.57,279.64,0.76786,1.2215,10.874,6.529,6.8542,0.36906,1.6883,340.18,25.23351,17.05,0.4443,3.404818,0.81259,1.2188,3.33,3.318,2960.0,139.0,5.618791,0.7604,0.9814,5.708575,0.36781,1529.33,16.323,11.19084,21.61,0.68,24.192,0.8375,0.01742,,10.565,108.06,7.471,1.27952,11.03,0.083888,25.195,25.1448,0.2482091,57.438,3189.37,154.54,97.728,24.175,4.4571,41510.4,0.302604,255.56,1.05628,127.6,32500.0,0.937
2021-09-04,332.42,2.496973,1.02552,0.09097,6.1018,20.2935,61.076,20.96,28.17,8.814,0.74042,600.5,3.881,,0.3318,393.23,1.109,1.862,0.6875,0.84149,208.233,28.2705,1.732,4.7738,10.905,65.324,21.441,1.5516,270.13,0.76805,1.2944,10.982,6.321,6.7866,0.37645,1.7393,341.83,25.88905,17.52,0.4318,3.594452,0.83944,1.2265,3.24,3.525,3072.4,121.003,5.667682,0.7517,1.1332,5.84821,0.35389,1537.21,16.6,11.36641,21.33,0.6893,24.896,0.84,0.01798,,10.42,123.19,7.757,1.32822,10.99,0.085464,24.114,25.7943,0.2491762,58.898,3315.44,179.25,95.529,24.748,4.469,42087.3,0.310497,255.47,1.08636,131.548,34053.0,0.992
2021-09-05,335.15,2.385052,1.01813,0.09652,5.788,20.5708,69.831,20.51,28.12,8.799,0.7756,597.09,3.848,,0.3488,397.17,1.082,1.915,0.696,0.84175,211.905,27.306,1.741,4.7956,11.1,79.976,21.585,1.5829,261.59,0.80049,1.3969,11.713,6.36,6.7841,0.39782,1.8155,334.78,25.1801,17.34,0.4271,3.537125,0.88908,1.4651,3.2,3.486,2971.6,116.9718,5.675,0.8023,1.0625,6.045642,0.36275,1537.04,16.118,11.91811,26.0,0.7096,28.121,0.8436,0.02008,,10.387,117.08,7.35,1.46293,11.05,0.08552,24.051,25.6493,0.2521778,58.044,3272.84,178.62,93.731,27.531,4.5472,42032.8,0.311462,256.06,1.05665,134.9,34938.0,1.039
2021-09-06,350.62,2.448531,1.10441,0.10298,5.7762,21.6376,69.005,20.969,28.25,8.88,0.82778,643.17,4.01,,0.3566,429.5,1.09,2.082,0.7479,0.84055,222.218,28.9529,1.822,5.2927,11.639,95.583,22.423,1.5559,264.48,0.85907,1.5066,11.273,6.404,6.7257,0.40423,1.9127,338.75,28.20988,18.49,0.4393,3.846738,0.90281,1.4132,3.56,3.559,3105.7,116.9511,6.102932,0.8206,1.126,7.535078,0.38039,1538.14,16.572,13.50064,24.64,0.7091,28.0,0.8196,0.02074,,10.874,119.54,7.344,1.44181,12.02,0.088511,24.692,24.7387,0.2645565,61.815,3322.69,195.34,95.698,28.12,4.6821,43516.0,0.334335,264.97,1.099,145.335,36091.0,1.099
2021-09-07,344.2,2.387249,1.23055,0.10495,5.7379,21.157,66.814,21.241,27.56,9.083,0.80502,661.37,4.013,,0.3767,429.15,1.178,2.096,0.7388,0.8428,215.385,28.9365,1.837,5.2403,11.033,89.0,21.671,1.5798,264.02,0.89679,1.4684,13.003,6.202,6.6034,0.52142,1.8744,331.93,29.33257,19.26,0.4244,3.822846,0.87469,1.386,3.49,3.499,3029.2,137.0471,6.157969,0.8154,1.1442,7.628607,0.39097,1536.89,18.136,13.36241,22.29,0.6734,27.187,0.8031,0.02069,,11.443,138.45,7.681,1.529,11.48,0.08744,24.302,24.4375,0.2604862,61.997,3312.14,184.96,101.976,27.429,4.7156,44394.0,0.357262,265.11,1.1716,144.219,35520.0,1.079
2021-09-08,293.04,2.125052,1.07986,0.08415,4.8105,17.8325,55.019,15.75,22.21,7.071,0.6583,568.54,3.46,,0.2882,349.99,1.063,1.689,0.5947,0.84473,175.36,23.6384,1.485,4.1321,9.472,71.405,18.021,1.4957,226.4,0.70657,1.1705,10.691,5.458,5.2157,0.40169,1.4811,280.82,23.8846,16.19,0.3449,3.038079,0.70894,1.154,3.21,3.052,2573.5,146.4287,4.97975,0.643,0.8522,6.479036,0.32072,1515.85,16.559,10.53316,21.87,0.5726,21.694,0.637,0.01634,,9.082,146.56,7.024,1.21399,9.24,0.072316,20.57,22.7824,0.215668,50.323,2902.34,150.79,84.781,23.167,3.7302,39610.7,0.283878,223.54,0.95306,115.728,29269.0,0.859
2021-09-09,279.97,2.090789,1.62144,0.08451,4.6298,17.5395,57.874,16.214,22.29,7.107,0.65367,561.21,3.474,,0.2859,346.98,1.091,1.686,0.5654,0.8466,171.181,23.5028,1.466,4.0167,9.269,74.801,17.732,1.4652,227.77,0.69822,1.1894,10.199,5.42,5.3046,0.37548,1.5054,290.01,22.99849,15.96,0.3683,3.010619,0.72,1.1308,3.38,2.96,2559.2,186.7051,4.820143,0.6472,0.8367,6.831529,0.32211,1512.28,16.622,10.61546,19.99,0.5626,21.657,0.6675,0.01628,,9.472,161.73,7.52,1.29771,9.59,0.078581,19.597,23.1295,0.2172662,49.792,2962.25,152.21,87.722,22.33,3.6747,38991.0,0.279251,218.96,0.93048,114.749,29589.0,0.854
2021-09-10,279.34,2.130583,1.94849,0.08633,4.9693,22.6891,58.1,16.096,22.16,7.66,0.6876,559.4,3.455,,0.2939,349.01,1.091,2.02,0.5691,0.84613,171.267,25.2384,1.515,4.0736,9.436,75.009,18.1,1.4875,248.84,0.72578,1.3363,10.062,6.417,5.7032,0.38478,1.5593,330.0,23.68152,15.82,0.3812,3.045553,0.73643,1.1582,4.77,2.976,2489.0,258.015,4.927321,0.647,0.856,7.477223,0.32733,1520.74,15.45,11.34475,19.6,0.6186,22.527,0.7365,0.01691,,9.617,158.95,9.127,1.33767,9.32,0.07877,19.734,26.3892,0.2136642,49.858,2897.51,152.71,93.278,23.325,4.7262,39210.0,0.281451,222.52,0.921,116.903,28949.0,0.907
2021-09-11,264.63,2.020524,1.70956,0.08085,4.6105,24.9059,55.078,15.412,20.93,7.2,0.64636,532.98,3.317,,0.2809,332.43,1.025,1.818,0.5414,0.84742,163.491,24.7425,1.417,3.8707,8.773,69.871,17.076,1.4578,233.38,0.68215,1.5083,9.4,6.169,5.3711,0.34705,1.5578,326.7,22.36389,14.66,0.3516,2.862363,0.69282,1.1055,4.77,3.426,2355.8,344.0001,4.547896,0.6075,0.7884,6.854063,0.31149,1520.99,13.156,10.83888,18.47,0.6028,21.588,0.6594,0.0154,,8.989,152.26,9.666,1.21459,8.6,0.076925,18.903,24.8264,0.2032316,47.65,2719.9,147.6,87.176,21.639,5.2396,38004.3,0.268553,210.88,0.89459,108.883,27812.0,0.85
2021-09-12,278.55,2.235361,1.69172,0.08386,4.7014,23.1554,58.22,15.969,21.09,7.231,0.65591,539.23,3.308,,0.2831,337.33,1.036,1.926,0.5505,0.84737,164.373,26.7447,1.418,3.963,9.142,69.682,17.227,1.4571,239.11,0.74102,1.4772,9.811,8.562,5.3332,0.34499,1.5717,354.55,22.89317,14.79,0.3724,3.020564,0.70423,1.1158,4.44,3.091,2397.3,374.5957,4.883983,0.6224,0.7849,7.727038,0.32041,1523.39,13.323,10.85383,18.83,0.5968,21.95,0.6758,0.0157,,9.263,151.71,10.003,1.20773,8.97,0.0809,19.274,25.7024,0.2041987,48.345,2768.51,151.31,91.883,22.588,5.1892,38265.9,0.275673,211.52,0.91399,108.774,27897.0,0.866
2021-09-13,282.15,2.183961,2.01123,0.08494,5.1169,29.6056,59.35,16.014,22.86,7.831,0.68477,547.2,3.471,,0.2879,341.76,1.046,2.049,0.573,0.84694,172.29,30.3181,1.455,4.131,9.45,70.852,17.567,1.4614,240.38,0.78051,1.4653,10.3,9.336,5.7701,0.36869,1.5981,367.58,24.90745,15.66,0.4096,3.161094,0.71941,1.1243,4.36,3.09,2445.9,356.7406,4.93,0.722,0.8522,8.011189,0.32276,1519.15,12.853,11.42499,19.37,0.6208,21.872,0.6865,0.01657,,9.33,147.62,10.535,1.24696,10.03,0.095165,20.1,27.1016,0.2119143,49.116,2881.77,155.0,92.829,23.13,5.9438,38966.6,0.281471,216.83,0.9469,111.227,28204.0,0.899
2021-09-14,280.39,2.034014,1.83338,0.08078,4.72,30.2941,55.5,14.943,21.44,7.403,0.6394,518.95,3.339,,0.2746,326.04,1.041,2.001,0.5284,0.8469,166.376,29.5235,1.39,4.0144,8.931,66.022,16.574,1.4556,233.3,0.71023,1.6434,9.23,8.544,5.3131,0.35059,1.485,341.5,22.83269,14.75,0.371,3.034795,0.69505,1.0574,4.91,2.968,2360.0,339.9974,4.550588,0.6395,0.7768,7.217461,0.30774,1523.04,13.63,10.48398,17.07,0.5597,21.277,0.6274,0.0153,,10.838,143.62,9.521,1.14277,9.39,0.088337,19.192,25.3718,0.1997672,46.8,2781.91,151.91,86.86,22.151,6.0695,38062.3,0.269908,222.86,0.90146,107.995,27883.0,0.862
2021-09-15,326.08,2.03092,1.72658,0.08317,5.0619,28.9839,55.793,17.172,22.85,7.965,0.6625,542.54,3.522,9.919,0.2856,378.9,1.074,2.368,0.5505,0.84698,174.205,31.6411,1.427,4.1173,8.936,68.355,19.275,1.4415,241.4,0.72668,1.7547,9.417,10.098,5.4094,0.36484,1.5577,354.4,26.09725,15.53,0.3998,3.0472,0.71768,1.1173,5.2,3.13,2478.0,382.2939,4.74,0.6753,0.8309,7.60596,0.31316,1528.44,15.499,10.88102,17.79,0.6995,21.796,0.6664,0.01595,5.928,11.69,134.5,8.862,1.19094,11.18,0.100136,21.743,25.2898,0.2038052,48.377,2908.62,155.06,106.723,22.346,6.0292,39900.0,0.2805,227.81,0.92882,113.319,30284.0,0.895
2021-09-16,350.45,2.11815,1.70431,0.0851,5.1984,28.8376,58.028,17.957,23.87,8.148,0.67082,552.45,3.634,9.896,0.2923,374.24,1.159,2.573,0.5821,0.84605,176.671,30.852,1.497,4.3174,9.643,72.815,18.622,1.4602,247.47,0.77318,1.8221,9.683,10.93,5.4776,0.4111,1.5922,363.71,25.95552,16.04,0.4219,3.206699,0.72589,1.199,5.04,3.163,2586.9,339.782,5.019755,0.7249,0.8726,7.69,0.32593,1521.01,15.06,11.03901,18.71,0.9196,22.606,0.6815,0.01637,5.929,12.833,134.37,9.087,1.24006,12.81,0.102053,23.253,25.722,0.2096261,50.053,3057.98,160.01,107.013,22.844,5.8369,40728.9,0.288639,228.32,0.94829,118.041,30872.0,0.917
