date,SOLUSD,USDCUSD,ADAUSD,AVAXUSD,SHIBUSD,DOTUSD,TRXUSD,LINKUSD,WBTCUSD,UNIUSD,MATICUSD,BCHUSD,RNDRUSD,IMXUSD,ICPUSD,FILUSD,NEARUSD,ATOMUSD,DAIUSD,GRTUSD,INJUSD,MKRUSD,PEPEUSD,FETUSD,STXUSD,WIFUSD,XXBTZUSD,XETHZUSD,XXRPZUSD,DOGEUSD,XLTCZUSD,XETCZUSD,XXLMZUSD
2022-09-20 01:00:00,31.40,1.0000,0.441596,16.64,0.00001052,6.2849,0.059529,6.88748,18902.7,5.295,0.7324,113.06,0.4594,0.755,5.920,5.314,1.788,13.9203,0.99995,0.09706,1.520,613.2,0.000001127,0.0823,0.8743,,18870.0,1323.18,0.41447,0.0583784,52.40,29.228,0.117365
2022-09-21 01:00:00,30.66,0.9999,0.439673,16.57,0.00001039,6.1307,0.059212,6.68418,18203.7,5.384,0.7013,109.27,0.4751,0.747,5.922,5.263,1.693,13.3909,0.99926,0.09327,1.464,593.0,0.000001205,0.0819,0.8771,,18469.2,1244.89,0.39437,0.0573694,51.12,27.933,0.110521
2022-09-22 01:00:00,32.42,0.9999,0.458037,17.69,0.00001085,6.4437,0.060338,7.13461,19424.7,5.736,0.7534,116.65,0.4800,0.786,6.088,5.520,1.706,14.6422,0.99894,0.10030,1.542,648.3,0.000001167,0.0828,0.8634,,19409.1,1326.45,0.48469,0.0595854,53.58,28.640,0.122916
2022-09-23 01:00:00,33.69,0.9999,0.461800,17.96,0.00001108,6.4354,0.060491,7.45256,19121.6,5.905,0.7786,120.32,0.4594,0.779,6.218,5.704,1.691,14.2210,0.99958,0.10273,1.575,669.3,0.000001186,0.0862,0.8211,,19289.0,1328.02,0.50730,0.0633752,55.29,28.925,0.123131
2022-09-24 01:00:00,33.37,0.9999,0.451157,17.64,0.00001124,6.2672,0.059922,7.63007,18988.8,5.804,0.7531,117.64,0.4618,0.740,6.044,5.574,1.701,13.6333,0.99922,0.10104,1.623,678.8,0.000001335,0.0845,0.7971,,18928.3,1317.54,0.48810,0.0631756,53.46,28.729,0.118400
2022-09-25 01:00:00,32.33,1.0000,0.446605,17.33,0.00001103,6.2010,0.059700,7.87535,18700.0,5.660,0.7401,113.50,0.4841,0.733,5.897,5.718,1.632,13.9835,0.99912,0.10132,1.799,710.3,0.000001347,0.0852,0.8047,,18801.5,1293.72,0.49052,0.0612736,52.54,28.335,0.117330
2022-09-26 01:00:00,33.91,1.0000,0.447188,17.58,0.00001112,6.5539,0.059595,7.94602,19140.5,5.925,0.7560,115.90,0.4764,0.743,6.237,5.692,1.627,13.9108,0.99939,0.10231,1.785,720.6,0.000001267,0.0843,0.8759,,19228.1,1336.92,0.46791,0.0611333,53.44,28.421,0.113687
2022-09-27 01:00:00,32.65,1.0000,0.441836,17.30,0.00001112,6.3720,0.059413,8.05637,19015.6,6.359,0.7392,114.47,0.4773,0.735,6.109,5.738,1.710,13.4926,0.99947,0.09951,1.747,749.0,0.000001223,0.0811,0.9195,,19090.1,1328.29,0.44599,0.0605543,52.76,28.204,0.110357
2022-09-28 01:00:00,33.25,0.9999,0.436136,17.24,0.00001109,6.3884,0.059562,7.81054,19450.4,6.555,0.7465,115.02,0.4672,0.747,6.081,5.855,1.663,12.9987,0.99925,0.09863,1.710,733.7,0.000001161,0.0863,0.9649,,19400.0,1336.86,0.44890,0.0605521,53.26,27.665,0.108035
2022-09-29 01:00:00,33.93,1.0000,0.438211,17.36,0.00001112,6.4367,0.061020,7.89838,19440.7,6.369,0.7641,116.90,0.4594,0.759,6.142,5.779,1.598,12.7917,0.99935,0.09917,1.667,737.7,0.000001151,0.0904,0.8833,,19600.1,1335.94,0.48700,0.0608012,53.99,27.821,0.115280
2022-09-30 01:00:00,33.26,1.0000,0.434784,17.21,0.00001131,6.3222,0.061037,7.58041,19846.8,6.435,0.7772,120.20,0.4616,0.755,6.062,5.687,1.374,13.0285,0.99897,0.09879,1.691,739.4,0.000001259,0.0896,0.8843,,19425.2,1328.43,0.48010,0.0616278,53.47,27.725,0.114347
2022-10-01 01:00:00,32.43,0.9999,0.430196,16.98,0.00001117,6.2706,0.060458,7.39536,19312.2,6.401,0.7656,117.34,0.4496,0.760,6.114,5.517,1.395,12.6856,0.99957,0.09762,1.654,730.3,0.000001141,0.0889,0.8797,,19316.1,1311.89,0.47516,0.0606082,52.90,27.534,0.121258
2022-10-02 01:00:00,32.04,1.0000,0.419284,16.52,0.00001094,6.1500,0.060916,7.11142,19019.3,6.257,0.7634,114.31,0.4562,0.745,5.900,5.385,1.366,11.9916,0.99998,0.09451,1.562,753.8,0.000001152,0.0871,0.8693,,19057.8,1275.02,0.44835,0.0592033,51.77,26.962,0.118619
2022-10-03 01:00:00,32.92,1.0000,0.427991,17.16,0.00001116,6.3668,0.061361,7.34174,19703.5,6.635,0.8027,116.40,0.5160,0.767,6.036,5.519,1.252,12.8631,0.99986,0.09796,1.707,809.5,0.000001147,0.0764,0.8594,,19639.6,1323.50,0.46274,0.0603408,54.18,27.456,0.116915
2022-10-04 01:00:00,34.11,0.9999,0.435548,17.44,0.00001162,6.4925,0.062261,7.72285,20310.5,6.643,0.8356,121.58,0.4899,0.796,6.168,5.606,1.347,13.0355,0.99950,0.10107,1.806,846.9,0.000001189,0.0590,0.8404,,20347.9,1362.02,0.48020,0.0658545,55.29,27.893,0.119381
2022-10-05 01:00:00,34.05,1.0000,0.431024,17.37,0.00001144,6.4354,0.062453,7.87425,20252.7,6.804,0.8516,122.22,0.4785,0.787,6.018,5.588,1.304,13.0159,0.99885,0.10017,1.923,837.0,0.000001134,0.0680,0.8604,,20162.7,1352.76,0.48875,0.0648218,54.63,27.614,0.119024
2022-10-06 01:00:00,33.35,0.9999,0.428583,17.02,0.00001119,6.3396,0.062765,7.63835,20006.5,6.864,0.8318,118.94,0.4699,0.761,5.974,5.486,1.314,13.0069,0.99974,0.09937,1.832,844.6,0.000001037,0.0634,0.7626,,19955.8,1352.53,0.49287,0.0633765,53.54,27.781,0.119447
2022-10-07 01:00:00,33.00,1.0000,0.424054,16.91,0.00001110,6.3316,0.062560,7.60485,19469.4,6.788,0.8319,116.87,0.4549,0.741,5.957,5.473,1.342,13.0562,1.00000,0.09788,2.000,861.4,0.000001106,0.0623,0.7365,,19532.8,1331.61,0.51816,0.0624280,52.90,27.491,0.122203
2022-10-08 01:00:00,32.56,0.9999,0.421206,16.80,0.00001100,6.3091,0.062098,7.44796,19285.8,6.515,0.8129,117.05,0.4627,0.729,5.812,5.401,1.337,13.1505,0.99999,0.09637,1.988,880.0,0.000001066,0.0620,0.6891,,19417.5,1315.25,0.51721,0.0616303,52.80,26.938,0.126346
2022-10-09 01:00:00,32.93,0.9999,0.423212,16.87,0.00001104,6.4769,0.062443,7.62812,19442.2,6.632,0.8253,117.34,0.4499,0.730,5.857,5.434,1.332,13.1945,0.99996,0.09638,1.910,979.7,0.000001107,0.0625,0.7332,,19443.5,1323.22,0.53204,0.0621344,53.93,26.830,0.128492
2022-10-10 01:00:00,31.94,1.0000,0.400537,16.21,0.00001021,6.2511,0.062750,7.33670,19152.0,6.407,0.8136,111.87,0.4240,0.692,5.312,5.157,1.367,12.4671,0.99977,0.09161,1.751,973.4,0.000001178,0.0613,0.7103,,19132.1,1290.65,0.49364,0.0593917,52.68,24.211,0.123730
2022-10-11 01:00:00,30.79,0.9999,0.390425,15.94,0.00001023,6.1777,0.061660,7.12791,19028.4,5.985,0.7905,111.12,0.4147,0.687,5.221,5.125,1.357,12.1726,0.99998,0.08861,1.857,975.5,0.000001119,0.0662,0.7348,,19050.0,1279.44,0.48478,0.0602161,52.06,23.692,0.115866
2022-10-12 01:00:00,31.17,1.0000,0.381041,15.96,0.00001016,6.1699,0.061673,7.14561,19167.2,6.057,0.7833,111.79,0.4152,0.667,5.054,5.146,1.310,11.7423,0.99991,0.08765,1.785,917.9,0.000001082,0.0601,0.7474,,19155.9,1294.38,0.48835,0.0598696,52.25,23.807,0.116453
2022-10-13 01:00:00,30.51,0.9999,0.377147,15.66,0.00001039,6.1150,0.060975,7.03519,19353.7,6.138,0.7757,108.84,0.4010,0.657,5.029,5.132,1.297,11.3500,0.99997,0.08803,1.762,913.2,0.000001094,0.0608,0.7346,,19385.5,1287.43,0.47903,0.0596618,51.13,23.023,0.112088
2022-10-14 01:00:00,30.02,1.0000,0.366853,15.69,0.00001019,6.0454,0.064000,6.89678,19147.4,6.286,0.7936,107.62,0.4090,0.630,4.855,5.065,1.267,11.6486,0.99997,0.08552,1.776,918.0,0.000001055,0.0592,0.7427,,19182.9,1297.11,0.48887,0.0586611,51.32,23.189,0.112333
2022-10-15 01:00:00,29.57,0.9999,0.363799,15.41,0.00001020,6.0475,0.061771,6.88446,19052.0,6.054,0.7893,108.39,0.4332,0.621,4.919,5.185,1.251,11.5200,1.00000,0.08459,1.742,967.7,0.000001087,0.0583,0.7181,,19068.0,1274.38,0.48164,0.0585560,50.39,22.829,0.112263
2022-10-16 01:00:00,30.15,1.0000,0.370406,15.74,0.00001029,6.1837,0.061894,7.16750,19239.4,6.103,0.7996,110.40,0.4276,0.637,4.999,5.158,1.273,11.7163,1.00001,0.08593,1.893,1002.8,0.000001107,0.0550,0.7228,,19261.7,1306.40,0.47685,0.0588388,51.46,23.200,0.113441
2022-10-17 01:00:00,31.22,1.0000,0.372667,16.18,0.00001038,6.2456,0.062785,7.32331,19518.4,6.414,0.8470,110.82,0.4279,0.644,5.078,5.253,1.315,12.4285,1.00000,0.08677,2.102,1097.8,0.000001166,0.0562,0.7167,,19550.9,1331.55,0.48041,0.0599097,51.83,23.908,0.114298
2022-10-18 01:00:00,30.13,0.9999,0.362299,15.88,0.00001018,6.1546,0.062253,7.12232,19284.4,6.542,0.8640,108.86,0.4222,0.619,4.953,5.135,1.334,12.5126,0.99996,0.08322,2.063,1101.6,0.000001205,0.0636,0.6831,,19330.6,1309.98,0.46541,0.0598152,51.88,23.422,0.112321
2022-10-19 01:00:00,28.86,0.9999,0.349895,15.08,0.00000986,6.1014,0.061649,6.77376,19105.2,6.597,0.8455,105.90,0.4225,0.578,4.794,4.986,1.549,11.7546,1.00032,0.07923,1.988,1091.9,0.000001392,0.0618,0.7564,,19124.1,1284.61,0.45123,0.0586668,50.93,22.362,0.110819
2022-10-20 01:00:00,28.03,0.9999,0.340051,15.18,0.00000992,5.8865,0.062201,6.66461,19049.2,6.095,0.8099,106.46,0.4342,0.569,4.825,4.943,1.528,11.3844,0.99996,0.07804,1.844,1052.0,0.000001620,0.0625,0.7995,,19045.2,1282.55,0.44656,0.0594107,51.18,21.544,0.109954
2022-10-21 01:00:00,28.09,1.0000,0.349083,15.70,0.00001003,5.8352,0.061694,6.81482,19200.0,6.027,0.8325,107.04,0.4541,0.562,4.901,4.958,1.590,11.7595,0.99958,0.07872,1.861,1015.1,0.000001484,0.0620,0.7451,,19171.4,1299.54,0.46122,0.0592907,51.65,22.050,0.110958
2022-10-22 01:00:00,28.03,0.9999,0.351386,15.69,0.00001001,5.8508,0.061610,6.87147,19199.6,6.094,0.8324,108.71,0.4684,0.551,4.907,4.950,1.564,11.7180,0.99978,0.07830,1.918,994.6,0.000001523,0.0629,0.7266,,19206.0,1313.77,0.46554,0.0596802,52.21,23.244,0.111288
2022-10-23 01:00:00,29.29,1.0000,0.362150,16.32,0.00001015,5.9641,0.061867,7.06589,19563.7,6.295,0.9001,110.96,0.5165,0.568,5.031,5.121,1.652,12.1233,0.99999,0.08024,1.927,981.0,0.000001575,0.0605,0.7017,,19569.9,1364.01,0.46902,0.0604073,54.03,23.446,0.111924
2022-10-24 01:00:00,28.32,0.9999,0.357407,15.75,0.00000992,5.9168,0.061340,6.91374,19321.5,6.139,0.8932,107.99,0.5287,0.543,4.830,4.950,1.625,11.6639,0.99994,0.07974,1.892,926.8,0.000001533,0.0630,0.7315,,19332.2,1344.70,0.45344,0.0594818,52.57,22.765,0.110223
2022-10-25 01:00:00,30.95,1.0000,0.400057,16.64,0.00001023,6.4400,0.062472,7.08693,20054.3,6.582,0.9189,112.91,0.5325,0.568,5.020,5.186,1.639,12.0193,0.99992,0.08120,1.986,947.3,0.000001603,0.0638,0.7388,,20085.2,1460.31,0.46134,0.0629988,55.99,24.696,0.111913
2022-10-26 01:00:00,31.29,0.9999,0.403503,17.02,0.00001079,6.4701,0.063427,7.16095,20813.1,6.701,0.9367,115.00,0.5086,0.565,5.110,5.270,1.823,12.2744,0.99995,0.08256,2.068,938.8,0.000001410,0.0614,0.6922,,20775.9,1566.32,0.46941,0.0727943,56.44,25.489,0.113630
2022-10-27 01:00:00,30.58,1.0000,0.388249,16.86,0.00001061,6.3278,0.063033,6.89287,20239.9,6.806,0.9037,112.46,0.5491,0.597,5.028,5.252,1.840,12.6764,0.99991,0.08053,2.037,906.3,0.000001396,0.0642,0.6637,,20286.4,1513.81,0.46207,0.0769540,54.76,24.728,0.110943
2022-10-28 01:00:00,32.06,1.0000,0.404458,18.33,0.00001172,6.5202,0.063544,7.11559,20584.3,6.869,0.9462,115.70,0.5423,0.648,5.186,5.366,1.948,13.5330,0.99990,0.08255,2.051,898.4,0.000001413,0.0639,0.6311,,20603.8,1554.72,0.47435,0.0837833,54.99,25.567,0.112601
2022-10-29 01:00:00,32.89,0.9999,0.421186,18.31,0.00001290,6.6357,0.064341,7.63466,20812.5,7.089,0.9335,118.64,0.5689,0.621,5.413,5.719,2.258,13.4779,0.99980,0.08417,2.280,916.6,0.000001478,0.0642,0.6390,,20813.6,1620.41,0.47049,0.1217992,56.63,25.872,0.113591
2022-10-30 01:00:00,32.93,1.0000,0.405740,18.26,0.00001193,6.6469,0.063111,7.78489,20713.4,6.909,0.9092,116.41,0.6039,0.613,5.322,5.390,2.239,13.9426,0.99981,0.08374,2.187,911.0,0.000001322,0.0684,0.6222,,20625.0,1591.41,0.45765,0.1176556,55.37,24.536,0.111002
2022-10-31 00:00:00,32.56,0.9999,0.406096,19.30,0.00001247,6.6280,0.063365,7.87092,20527.5,6.991,0.9037,115.13,0.6657,0.596,5.271,5.433,2.187,14.3343,0.99995,0.08437,2.427,900.4,0.000001411,0.0706,0.6306,,20499.7,1573.44,0.46499,0.1269251,55.04,24.273,0.111453
2022-11-01 00:00:00,32.19,0.9999,0.401254,18.65,0.00001286,6.4608,0.062766,7.70021,20446.2,7.120,0.8742,115.10,0.7755,0.584,5.186,5.365,2.149,14.0911,0.99989,0.08225,2.507,883.3,0.000001329,0.0818,0.6338,,20486.5,1578.60,0.46413,0.1420104,55.11,24.080,0.109968
2022-11-02 00:00:00,30.79,1.0000,0.385773,17.90,0.00001177,6.2500,0.061541,7.42296,20159.9,7.092,0.8730,113.72,0.7481,0.570,4.936,5.225,1.981,13.2981,0.99983,0.08147,2.527,836.3,0.000001305,0.0888,0.6384,,20153.5,1519.01,0.45025,0.1278172,60.94,23.010,0.107613
2022-11-03 00:00:00,30.81,0.9998,0.389422,18.04,0.00001173,6.4221,0.061772,7.71811,20163.1,6.920,0.9509,115.89,0.7449,0.590,5.385,5.787,2.088,13.5107,0.99994,0.08702,2.641,846.3,0.000001245,0.1211,0.6619,,20209.1,1531.20,0.45503,0.1226773,61.91,24.087,0.108838
2022-11-04 00:00:00,33.74,0.9999,0.421593,19.40,0.00001254,7.0560,0.063788,8.72103,21186.0,7.549,1.1671,124.54,0.9038,0.668,5.634,6.144,2.397,15.0392,0.99996,0.09489,2.719,914.5,0.000001268,0.0947,0.6671,,21148.7,1644.77,0.50600,0.1262173,67.56,25.702,0.115577
2022-11-05 00:00:00,36.83,1.0000,0.426550,19.55,0.00001245,7.0235,0.063571,8.65474,21274.6,7.676,1.1843,123.84,0.9090,0.663,5.560,6.171,2.323,15.4149,0.99998,0.09839,2.681,897.9,0.000001302,0.1039,0.6653,,21299.5,1627.60,0.49332,0.1244499,69.32,26.542,0.113726
2022-11-06 00:00:00,32.62,1.0000,0.402212,18.26,0.00001185,6.8163,0.062776,8.11572,20896.0,7.061,1.1372,116.33,0.7976,0.598,5.215,5.841,2.398,14.4676,0.99996,0.09035,2.604,842.4,0.000001577,0.0947,0.6705,,20910.8,1568.26,0.47113,0.1148141,68.29,24.784,0.109177
2022-11-07 00:00:00,29.63,0.9999,0.404464,18.08,0.00001180,7.1191,0.062257,8.94278,20502.4,7.002,1.2573,117.99,0.6019,0.582,5.191,5.744,2.553,14.2569,0.99992,0.09073,2.692,829.4,0.000001475,0.0913,0.6419,,20597.4,1567.84,0.46572,0.1112210,67.46,25.064,0.109490
2022-11-08 00:00:00,24.34,0.9999,0.372321,16.02,0.00001015,6.3060,0.058789,7.70375,18458.9,6.063,1.0436,103.60,0.4337,0.517,4.356,4.781,2.356,12.1168,0.99980,0.07577,1.978,721.5,0.000001376,0.1008,0.6305,,18544.8,1334.60,0.40637,0.0880403,57.80,21.937,0.098710
2022-11-09 00:00:00,13.99,1.0000,0.316242,12.86,0.00000873,5.3947,0.053307,6.21083,15864.1,4.880,0.8136,89.72,0.5884,0.399,3.668,4.130,2.549,9.7624,1.00005,0.05830,1.453,670.2,0.000001407,0.1009,0.6370,,15863.7,1098.32,0.33264,0.0743066,50.55,18.334,0.082782
2022-11-10 00:00:00,17.64,1.0000,0.367555,15.37,0.00001019,5.9518,0.057628,7.19954,18283.3,5.752,1.1214,102.53,0.5365,0.497,4.260,4.622,2.525,12.1328,1.00006,0.06953,1.764,880.9,0.000001338,0.0896,0.5922,,17557.2,1295.02,0.39448,0.0894704,60.22,21.872,0.096791
2022-11-11 00:00:00,16.36,1.0000,0.354585,14.08,0.00000986,5.7345,0.055930,7.01261,16490.8,6.078,1.0614,102.88,0.5001,0.444,3.961,4.469,2.568,11.6345,0.99991,0.06606,1.723,778.7,0.000001444,0.0887,0.5823,,17009.4,1285.28,0.38356,0.0848296,61.31,21.459,0.095160
2022-11-12 00:00:00,14.53,0.9999,0.338556,13.07,0.00000956,5.7637,0.054784,6.27191,15852.4,5.546,0.9388,102.37,0.4809,0.406,3.815,4.266,2.476,10.9183,0.99991,0.06202,1.687,701.0,0.000001343,0.0884,0.6066,,16775.9,1253.78,0.36227,0.0878277,59.82,20.425,0.090804
2022-11-13 00:00:00,13.16,1.0000,0.330267,13.01,0.00000902,5.7303,0.050813,6.06281,16537.1,5.794,0.8880,99.59,0.5022,0.410,3.935,4.302,2.572,10.1543,0.99991,0.06186,1.803,674.1,0.000001346,0.0836,0.6079,,16310.0,1220.00,0.34028,0.0849741,57.36,19.983,0.088242
2022-11-14 00:00:00,14.00,1.0000,0.331505,13.10,0.00000908,5.8565,0.050017,6.27756,15671.0,6.074,0.9156,103.80,0.4890,0.426,3.917,4.319,2.306,10.2874,0.99993,0.06377,1.762,695.3,0.000001310,0.0860,0.6294,,16585.9,1241.27,0.37691,0.0857842,56.62,20.429,0.091461
2022-11-15 00:00:00,14.31,0.9999,0.336871,13.49,0.00000926,5.9105,0.050629,6.41181,17299.9,6.271,0.9396,103.80,0.4753,0.425,3.963,4.386,2.339,10.5723,0.99979,0.06421,1.798,705.9,0.000001295,0.0943,0.6334,,16877.3,1251.53,0.38848,0.0869565,57.90,20.531,0.092316
2022-11-16 00:00:00,14.29,0.9999,0.332040,13.07,0.00000915,5.7044,0.050154,6.17684,16220.8,5.963,0.9001,104.55,0.4753,0.408,3.867,4.333,2.429,10.1458,0.99979,0.06184,1.745,660.1,0.000001408,0.0950,0.6279,,16664.0,1215.28,0.37546,0.0855197,57.55,19.910,0.089925
2022-11-17 00:00:00,13.63,0.9998,0.324738,12.87,0.00000906,5.6697,0.050048,6.21982,16301.9,5.734,0.8734,103.85,0.4808,0.402,3.756,4.317,2.432,9.9126,0.99947,0.06047,1.720,651.0,0.000001336,0.0912,0.6016,,16681.7,1199.50,0.38213,0.0846806,62.53,19.651,0.090356
2022-11-18 00:00:00,13.25,1.0000,0.325673,12.95,0.00000910,5.6365,0.050600,6.18256,16500.0,5.843,0.8790,104.71,0.4664,0.406,3.828,4.341,2.515,9.9831,0.99993,0.06050,1.741,654.4,0.000001184,0.0941,0.5980,,16682.8,1211.69,0.38251,0.0846290,62.59,19.554,0.089299
2022-11-19 00:00:00,12.82,0.9999,0.327690,12.87,0.00000915,5.5943,0.052168,6.14208,16307.6,5.762,0.8764,104.74,0.4354,0.421,3.971,4.382,2.498,9.9870,0.99990,0.06000,1.698,679.8,0.000001259,0.0959,0.6139,,16682.3,1217.03,0.38396,0.0844378,63.79,19.503,0.090377
2022-11-20 00:00:00,12.27,0.9999,0.312105,12.16,0.00000879,5.2819,0.049992,5.75967,16000.0,5.429,0.8066,104.69,0.4186,0.393,3.593,4.163,2.392,9.3269,0.99971,0.05690,1.580,656.6,0.000001198,0.1001,0.6130,,16264.6,1141.12,0.36081,0.0769648,62.02,18.134,0.086433
2022-11-21 00:00:00,11.82,0.9999,0.304349,11.81,0.00000841,5.1866,0.051440,5.87132,15500.0,5.189,0.7955,103.28,0.4292,0.412,3.622,4.170,2.306,9.0192,0.99995,0.05376,1.568,636.3,0.000001159,0.0990,0.6127,,15760.0,1105.38,0.36386,0.0747006,61.30,18.035,0.084244
2022-11-22 00:00:00,12.42,0.9999,0.311538,12.33,0.00000882,5.2722,0.050529,6.40543,16100.0,5.299,0.8500,109.05,0.4666,0.430,3.700,4.313,2.492,9.5349,0.99993,0.05504,1.720,649.5,0.000001115,0.0961,0.5437,,16195.0,1137.76,0.37517,0.0784110,70.49,18.423,0.086870
2022-11-23 00:00:00,14.34,0.9999,0.318283,13.06,0.00000905,5.4285,0.051778,6.69504,16431.4,5.482,0.8620,114.83,0.4512,0.451,3.919,4.437,2.644,9.9060,0.99986,0.06197,1.705,664.2,0.000001192,0.0922,0.5892,,16599.3,1183.37,0.38159,0.0817556,78.84,20.321,0.088426
2022-11-24 00:00:00,14.60,0.9999,0.315976,12.92,0.00000900,5.3837,0.052855,6.83118,16480.4,5.449,0.8488,115.78,0.4451,0.433,3.885,4.387,2.266,10.1468,0.99994,0.06249,1.706,657.1,0.000001197,0.0939,0.6441,,16595.1,1203.30,0.40212,0.0814288,78.66,20.177,0.089970
2022-11-25 00:00:00,14.02,1.0000,0.314759,12.82,0.00000917,5.2604,0.052957,6.83309,16180.0,5.420,0.8440,113.92,0.5059,0.420,3.907,4.287,2.239,10.0200,0.99991,0.06240,1.707,642.8,0.000001328,0.0919,0.6309,,16512.1,1197.72,0.40798,0.0893479,73.97,20.116,0.089218
2022-11-26 00:00:00,14.16,0.9999,0.314013,12.75,0.00000902,5.2999,0.052789,7.15084,16409.0,5.412,0.8457,112.50,0.5183,0.426,3.886,4.306,2.291,10.1100,0.99991,0.06298,1.612,639.9,0.000001368,0.0915,0.6185,,16452.7,1204.86,0.39604,0.0888739,76.43,19.887,0.088122
2022-11-27 00:00:00,14.11,0.9999,0.312340,12.88,0.00000928,5.3008,0.053128,6.90088,16200.7,5.396,0.8430,111.11,0.4720,0.441,3.900,4.347,2.232,9.9159,0.99994,0.06279,1.638,641.9,0.000001237,0.0971,0.5522,,16420.2,1192.65,0.39656,0.0983094,74.77,19.815,0.090040
2022-11-28 00:00:00,13.34,1.0000,0.306437,12.46,0.00000908,5.1340,0.052973,7.20764,16149.7,5.290,0.8218,110.06,0.4822,0.419,3.838,4.258,2.196,9.8640,0.99980,0.06224,1.597,643.0,0.000001243,0.1036,0.5350,,16207.5,1167.35,0.38899,0.0951858,73.85,19.365,0.087269
2022-11-29 00:00:00,13.34,0.9999,0.309014,12.46,0.00000907,5.3024,0.053209,7.30930,16438.7,5.457,0.8382,111.04,0.4940,0.441,3.961,4.353,2.250,10.1896,0.99954,0.06262,1.638,646.1,0.000001194,0.1128,0.5183,,16428.8,1215.80,0.39817,0.1014021,75.75,19.575,0.088503
2022-11-30 00:00:00,14.16,0.9999,0.318937,13.18,0.00000932,5.4705,0.054601,7.68904,17012.6,5.892,0.9338,113.34,0.4775,0.471,4.105,4.419,2.520,10.5013,0.99992,0.06474,1.757,661.5,0.000001205,0.1060,0.5140,,17166.9,1294.37,0.40786,0.1067399,79.22,20.351,0.089778
2022-12-01 00:00:00,13.51,0.9999,0.314169,12.90,0.00000919,5.4061,0.054137,7.68373,16620.7,5.886,0.9067,110.21,0.4855,0.470,4.115,4.389,2.314,10.2697,0.99986,0.06433,1.705,643.9,0.000001242,0.1249,0.4883,,16969.9,1275.52,0.39663,0.1017486,77.56,19.823,0.087426
2022-12-02 00:00:00,13.71,0.9999,0.319093,13.57,0.00000933,5.6194,0.054389,7.61654,17009.0,6.330,0.9488,112.08,0.5133,0.482,4.287,4.659,2.458,10.3513,0.99989,0.06492,1.707,645.5,0.000001206,0.1565,0.5367,,17088.8,1294.95,0.39584,0.1022150,77.97,19.924,0.088089
2022-12-03 00:00:00,13.30,1.0000,0.319681,13.42,0.00000922,5.4957,0.053616,7.24106,16963.8,6.081,0.9023,109.61,0.5150,0.474,4.131,4.423,2.576,10.0238,0.99982,0.06293,1.611,640.1,0.000001140,0.1402,0.5501,,16895.2,1240.59,0.38756,0.0996253,76.49,19.326,0.086011
2022-12-04 00:00:00,13.72,0.9999,0.323019,13.94,0.00000936,5.5964,0.053127,7.44608,17098.5,6.268,0.9228,111.06,0.4935,0.505,4.346,4.585,2.570,10.2610,0.99996,0.06408,1.629,650.3,0.000001135,0.1534,0.5624,,17118.8,1280.38,0.38990,0.1044351,77.26,19.558,0.087741
2022-12-05 00:00:00,13.82,0.9999,0.319482,13.60,0.00000941,5.4881,0.053315,7.27895,17561.0,6.176,0.9115,110.40,0.5135,0.486,4.430,4.519,2.694,10.2603,0.99979,0.06412,1.646,635.0,0.000001163,0.1888,0.5559,,16966.0,1258.72,0.38942,0.1014963,80.17,19.497,0.086791
2022-12-06 00:00:00,14.30,1.0000,0.318353,13.67,0.00000931,5.4971,0.053687,7.13939,17044.9,6.184,0.9179,112.18,0.4981,0.484,4.386,4.591,2.562,10.1742,0.99982,0.06424,1.634,631.7,0.000001119,0.1820,0.5917,,17084.7,1271.19,0.39204,0.1002300,79.88,19.577,0.086112
2022-12-07 00:00:00,13.50,1.0000,0.310020,13.26,0.00000909,5.2928,0.053151,6.87887,16715.8,6.021,0.8976,109.18,0.5293,0.441,4.167,4.345,2.503,9.6164,0.99974,0.06169,1.586,606.5,0.000001051,0.2031,0.7490,,16837.3,1231.19,0.38317,0.0958034,76.89,18.737,0.084262
2022-12-08 00:00:00,13.70,1.0001,0.314410,13.41,0.00000927,5.4298,0.054467,7.00227,17176.0,6.184,0.9276,111.97,0.5171,0.446,4.284,4.403,2.467,9.8306,0.99976,0.06362,1.626,622.4,0.000001038,0.2403,0.8201,,17228.5,1280.50,0.39444,0.0985857,78.37,19.203,0.085616
2022-12-09 00:00:00,13.56,1.0000,0.311894,13.45,0.00000923,5.2931,0.054601,6.86383,17106.8,6.149,0.9094,109.79,0.5207,0.438,4.381,4.431,2.311,9.7505,0.99972,0.06538,1.631,610.0,0.000001043,0.2372,0.7747,,17131.1,1262.99,0.38887,0.0967009,76.29,19.100,0.085219
2022-12-10 00:00:00,13.56,0.9999,0.312443,13.47,0.00000919,5.2704,0.054754,6.85700,17201.2,6.074,0.9085,109.45,0.5028,0.440,4.401,4.373,2.283,9.9342,0.99971,0.07208,1.666,613.6,0.000001028,0.2268,0.7651,,17124.0,1265.69,0.38650,0.0962831,76.27,19.156,0.085161
2022-12-11 00:00:00,13.41,0.9999,0.307296,12.99,0.00000911,5.1593,0.053959,6.70997,17083.9,5.925,0.8927,106.58,0.5087,0.431,4.239,4.290,2.371,9.5450,0.99985,0.06946,1.632,602.5,0.000001084,0.2284,0.7369,,17085.8,1263.17,0.38130,0.0926840,76.58,18.964,0.083808
